x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.11.24,2001-11-24 00:00:00,ON,2001,11,24,8.9,,5.5,,12.3,,0,,,M,,M,,,6,,39,,0,,9.1,,70,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.11.25,2001-11-25 00:00:00,ON,2001,11,25,10.6,,7.2,,14,,21,,,M,,M,,,24,,63,,0,,7.4,,74,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.11.26,2001-11-26 00:00:00,ON,2001,11,26,7.5,,6.1,,8.9,,0,,,M,,M,,,0,,0,,0,,10.5,,68,,93,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.11.27,2001-11-27 00:00:00,ON,2001,11,27,6.6,,6,,7.2,,1,,,M,,M,,,7,,54,,0,,11.4,,82,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.11.28,2001-11-28 00:00:00,ON,2001,11,28,4.3,,1.7,,6.8,,0,,,M,,M,,,7,,52,,0,,13.7,,85,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.11.29,2001-11-29 00:00:00,ON,2001,11,29,2.7,,1.5,,3.8,,13,,,M,,M,,,6,,61,,0,,15.3,,87,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.11.30,2001-11-30 00:00:00,ON,2001,11,30,5.8,,3.1,,8.4,,11,,,M,,M,,,7,,56,,0,,12.2,,88,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.1,2001-12-01 00:00:00,ON,2001,12,1,7.8,,6.7,,8.8,,0,,,M,,M,,,24,,52,,0,,10.2,,72,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.2,2001-12-02 00:00:00,ON,2001,12,2,7.1,,4.5,,9.6,,0,,,M,,M,,,26,,35,,0,,10.9,,56,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.3,2001-12-03 00:00:00,ON,2001,12,3,8.1,,4.4,,11.8,,0,,,M,,M,,,23,,32,,0,,9.9,,69,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.4,2001-12-04 00:00:00,ON,2001,12,4,6.3,,2.4,,10.1,,0,,,M,,M,,,0,,0,,0,,11.7,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.5,2001-12-05 00:00:00,ON,2001,12,5,10.7,,8,,13.3,,0.5,,,M,,M,,,21,,37,,0,,7.3,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.6,2001-12-06 00:00:00,ON,2001,12,6,9.4,,3,,15.7,,1.5,,,M,,M,,,25,,65,,0,,8.6,,36,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.7,2001-12-07 00:00:00,ON,2001,12,7,4.4,,-0.2,,8.9,,0,,,M,,M,,,30,,44,,0,,13.6,,50,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.8,2001-12-08 00:00:00,ON,2001,12,8,1.2,,-0.9,,3.2,,0,,,M,,M,,,7,,48,,0,,16.8,,61,,79,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.9,2001-12-09 00:00:00,ON,2001,12,9,3.2,,-0.8,,7.2,,0,,,M,,M,,,0,,0,,0,,14.8,,46,,79,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.10,2001-12-10 00:00:00,ON,2001,12,10,3.9,,-0.2,,7.9,,0,,,M,,M,,,0,,0,,0,,14.1,,73,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.11,2001-12-11 00:00:00,ON,2001,12,11,3.6,,0,,7.1,,0,,,M,,M,,,0,,0,,0,,14.4,,70,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.12,2001-12-12 00:00:00,ON,2001,12,12,5.7,,4.8,,6.6,,4,,,M,,M,,,7,,35,,0,,12.3,,79,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.13,2001-12-13 00:00:00,ON,2001,12,13,9.2,,6.1,,12.2,,5.5,,,M,,M,,,27,,46,,0,,8.8,,72,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.14,2001-12-14 00:00:00,ON,2001,12,14,3.8,,0,,7.6,,4,,,M,,M,,,6,,57,,0,,14.2,,52,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.15,2001-12-15 00:00:00,ON,2001,12,15,0.5,,-1.4,,2.4,,0,,,M,,M,,,0,,0,,0,,17.5,,68,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.16,2001-12-16 00:00:00,ON,2001,12,16,1,,-1.7,,3.7,,0.5,,,M,,M,,,9,,37,,0,,17,,67,,87,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.17,2001-12-17 00:00:00,ON,2001,12,17,3.7,,2.6,,4.7,,10,,,M,,M,,,0,,0,,0,,14.3,,87,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.18,2001-12-18 00:00:00,ON,2001,12,18,5.2,,3.1,,7.3,,1.5,,,M,,M,,,28,,48,,0,,12.8,,66,,93,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.19,2001-12-19 00:00:00,ON,2001,12,19,4.5,,2.4,,6.6,,2,,,M,,M,,,25,,37,,0,,13.5,,76,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.20,2001-12-20 00:00:00,ON,2001,12,20,2.9,,0.4,,5.3,,0,,,M,,M,,,27,,65,,0,,15.1,,61,,86,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.21,2001-12-21 00:00:00,ON,2001,12,21,-0.3,,-2.5,,2,,0,,,M,,M,,,30,,32,,0,,18.3,,57,,81,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.22,2001-12-22 00:00:00,ON,2001,12,22,-0.2,,-3.6,,3.2,,0.5,,,M,,M,,,9,,37,,0,,18.2,,67,,86,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.23,2001-12-23 00:00:00,ON,2001,12,23,3.5,,0.1,,6.8,,9,,,M,,M,,,25,,76,,0,,14.5,,60,,98,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.24,2001-12-24 00:00:00,ON,2001,12,24,0.1,,-1.8,,1.9,,0,,,M,,M,,,24,,56,,0,,17.9,,55,,78,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.25,2001-12-25 00:00:00,ON,2001,12,25,-1.7,,-3.6,,0.2,,0,,,M,,M,,,24,,46,,0,,19.7,,62,,83,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.26,2001-12-26 00:00:00,ON,2001,12,26,-4,,-5.9,,-2,,0,,,M,,M,,,24,,52,,0,,22,,58,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.27,2001-12-27 00:00:00,ON,2001,12,27,-4.1,,-6,,-2.1,,0,,,M,,M,,,25,,46,,0,,22.1,,60,,78,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.28,2001-12-28 00:00:00,ON,2001,12,28,-2.4,,-5.1,,0.4,,0,,,M,,M,,,28,,57,,0,,20.4,,55,,78,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.29,2001-12-29 00:00:00,ON,2001,12,29,-3.5,,-5.5,,-1.4,,0,,,M,,M,,,25,,56,,0,,21.5,,53,,76,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.30,2001-12-30 00:00:00,ON,2001,12,30,-3.2,,-4.8,,-1.6,,0,,,M,,M,,,23,,67,,0,,21.2,,56,,81,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2001.12.31,2001-12-31 00:00:00,ON,2001,12,31,-3.1,,-5.1,,-1,,0,,,M,,M,,,25,,63,,0,,21.1,,61,,75,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.1,2002-01-01 00:00:00,ON,2002,1,1,-4.2,,-6.9,,-1.5,,0,,,M,,M,,,25,,33,,0,,22.2,,52,,81,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.2,2002-01-02 00:00:00,ON,2002,1,2,-2.5,,-6.7,,1.7,,0,,,M,,M,,,24,,46,,0,,20.5,,56,,83,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.3,2002-01-03 00:00:00,ON,2002,1,3,-0.7,,-3.3,,1.9,,0,,,M,,M,,,24,,39,,0,,18.7,,57,,76,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.4,2002-01-04 00:00:00,ON,2002,1,4,-0.3,,-2.7,,2.2,,0,,,M,,M,,,23,,63,,0,,18.3,,50,,76,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.5,2002-01-05 00:00:00,ON,2002,1,5,2.3,,0.8,,3.8,,0.5,,,M,,M,,,23,,50,,0,,15.7,,61,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.6,2002-01-06 00:00:00,ON,2002,1,6,1.5,,0.5,,2.4,,3.5,,,M,,M,,,2,,37,,0,,16.5,,82,,98,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.7,2002-01-07 00:00:00,ON,2002,1,7,-2.6,,-6.7,,1.5,,0,,,M,,M,,,34,,44,,0,,20.6,,50,,84,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.8,2002-01-08 00:00:00,ON,2002,1,8,-2.3,,-7.1,,2.5,,0,,,M,,M,,,22,,65,,0,,20.3,,65,,86,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.9,2002-01-09 00:00:00,ON,2002,1,9,3.8,,2,,5.5,,1.5,,,M,,M,,,24,,57,,0,,14.2,,74,,89,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.10,2002-01-10 00:00:00,ON,2002,1,10,4,,3,,5,,0,,,M,,M,,,21,,37,,0,,14,,78,,91,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.11,2002-01-11 00:00:00,ON,2002,1,11,3.9,,2.2,,5.5,,0.5,,,M,,M,,,28,,61,,0,,14.1,,54,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.12,2002-01-12 00:00:00,ON,2002,1,12,3.4,,1.6,,5.1,,0,,,M,,M,,,21,,69,,0,,14.6,,72,,88,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.13,2002-01-13 00:00:00,ON,2002,1,13,-0.1,,-2.8,,2.7,,0,,,M,,M,,,29,,69,,0,,18.1,,51,,71,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.14,2002-01-14 00:00:00,ON,2002,1,14,-0.8,,-4.8,,3.3,,0.5,,,M,,M,,,8,,57,,0,,18.8,,66,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.15,2002-01-15 00:00:00,ON,2002,1,15,1.9,E,-0.2,E,4,,6.5,,,M,,M,,,22,,46,,0,E,16.1,E,69,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.16,2002-01-16 00:00:00,ON,2002,1,16,-0.6,,-3.2,,2.1,,0.5,,,M,,M,,,22,,48,,0,,18.6,,67,,98,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.17,2002-01-17 00:00:00,ON,2002,1,17,-0.2,,-2.8,,2.5,,1,,,M,,M,,,26,,63,,0,,18.2,,57,,97,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.18,2002-01-18 00:00:00,ON,2002,1,18,-4.4,,-7.7,,-1,,0,,,M,,M,,,26,,59,,0,,22.4,,46,,78,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.19,2002-01-19 00:00:00,ON,2002,1,19,-4.7,,-7.9,,-1.5,,0,,,M,,M,,,24,E,37,E,0,,22.7,,41,,71,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.20,2002-01-20 00:00:00,ON,2002,1,20,-0.8,,-3.9,,2.4,,0,,,M,,M,,,23,,56,,0,,18.8,,58,,75,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.21,2002-01-21 00:00:00,ON,2002,1,21,1.1,,-0.6,,2.7,,1.5,,,M,,M,,,25,,56,,0,,16.9,,65,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.22,2002-01-22 00:00:00,ON,2002,1,22,2.1,,-0.7,,4.9,,0,,,M,,M,,,26,,37,,0,,15.9,,68,,86,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.23,2002-01-23 00:00:00,ON,2002,1,23,3.1,,-0.2,,6.3,,0.5,,,M,,M,,,23,,41,,0,,14.9,,71,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.24,2002-01-24 00:00:00,ON,2002,1,24,1.3,,-3.5,,6.1,,7,,,M,,M,,,0,,0,,0,,16.7,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.25,2002-01-25 00:00:00,ON,2002,1,25,1.9,,-2.1,,5.8,,0.5,,,M,,M,,,24,,76,,0,,16.1,,54,,77,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.26,2002-01-26 00:00:00,ON,2002,1,26,4.7,,2.4,,6.9,,0,,,M,,M,,,23,,57,,0,,13.3,,66,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.27,2002-01-27 00:00:00,ON,2002,1,27,5.6,,2.9,,8.3,,0,,,M,,M,,,21,,39,,0,,12.4,,66,,82,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.28,2002-01-28 00:00:00,ON,2002,1,28,6,,2.6,,9.3,,0,,,M,,M,,,0,,0,,0,,12,,59,,84,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.29,2002-01-29 00:00:00,ON,2002,1,29,2,,-0.6,,4.6,,0,,,M,,M,,,7,,33,,0,,16,,64,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.30,2002-01-30 00:00:00,ON,2002,1,30,-1.6,,-2.5,,-0.6,,0,,,M,,M,,,0,,0,,0,,19.6,,62,,91,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.1.31,2002-01-31 00:00:00,ON,2002,1,31,-3.4,,-6.1,,-0.6,,7,,,M,,M,,,6,,65,,0,,21.4,,72,,93,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.1,2002-02-01 00:00:00,ON,2002,2,1,-0.7,,-5.8,,4.4,,8.5,,,M,,M,,,25,,102,,0,,18.7,,55,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.2,2002-02-02 00:00:00,ON,2002,2,2,-3.6,,-7.1,,-0.1,,0,,,M,,M,,,23,,37,,0,,21.6,,59,,78,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.3,2002-02-03 00:00:00,ON,2002,2,3,1.2,,-0.1,,2.5,,0,,,M,,M,,,22,,59,,0,,16.8,,64,,80,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.4,2002-02-04 00:00:00,ON,2002,2,4,-6.4,,-13,,0.2,,0,,,M,,M,,,33,,67,,0,,24.4,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.5,2002-02-05 00:00:00,ON,2002,2,5,-6.6,,-12.6,,-0.6,,0.5,,,M,,M,,,0,,0,,0,,24.6,,63,,80,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.6,2002-02-06 00:00:00,ON,2002,2,6,-1.5,,-3.4,,0.5,,0,,,M,,M,,,26,,41,,0,,19.5,,65,,80,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.7,2002-02-07 00:00:00,ON,2002,2,7,1.7,,-0.1,,3.4,,0,,,M,,M,,,22,,46,,0,,16.3,,62,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.8,2002-02-08 00:00:00,ON,2002,2,8,1.5,,-0.3,,3.2,,0,,,M,,M,,,27,,32,,0,,16.5,,71,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.9,2002-02-09 00:00:00,ON,2002,2,9,-0.2,,-1.3,,1,,0,,,M,,M,,,8,,52,,0,,18.2,,76,,86,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.10,2002-02-10 00:00:00,ON,2002,2,10,0.5,,-4.3,,5.2,,0.5,,,M,,M,,,0,,0,,0,,17.5,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.11,2002-02-11 00:00:00,ON,2002,2,11,-6.8,,-13.6,,0.1,,0,,,M,,M,,,32,,61,,0,,24.8,,24,,73,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.12,2002-02-12 00:00:00,ON,2002,2,12,0.1,,-4.2,,4.3,,0.5,,,M,,M,,,27,,85,,0,,17.9,,60,,83,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.13,2002-02-13 00:00:00,ON,2002,2,13,-7.3,,-11.8,,-2.8,,0,,,M,,M,,,22,,50,,0,,25.3,,45,,75,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.14,2002-02-14 00:00:00,ON,2002,2,14,1.1,,-2.8,,4.9,,0.5,,,M,,M,,,23,,56,,0,,16.9,,57,,71,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.15,2002-02-15 00:00:00,ON,2002,2,15,4.2,,2.5,,5.8,,0,,,M,,M,,,23,,56,,0,,13.8,,60,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.16,2002-02-16 00:00:00,ON,2002,2,16,1.9,,-0.2,,3.9,,2,,,M,,M,,,21,,48,,0,,16.1,,72,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.17,2002-02-17 00:00:00,ON,2002,2,17,-4,,-7.8,,-0.1,,0.5,,,M,,M,,,32,,57,,0,,22,,48,,80,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.18,2002-02-18 00:00:00,ON,2002,2,18,-3.8,,-8.8,,1.3,,0,,,M,,M,,,20,,33,,0,,21.8,,49,,71,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.19,2002-02-19 00:00:00,ON,2002,2,19,2.2,,-0.4,,4.7,,1.5,,,M,,M,,,0,,0,,0,,15.8,,59,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.20,2002-02-20 00:00:00,ON,2002,2,20,4.6,,3.2,,5.9,,12,,,M,,M,,,0,,0,,0,,13.4,,82,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.21,2002-02-21 00:00:00,ON,2002,2,21,3.3,,1.1,,5.5,,5,,,M,,M,,,23,,41,,0,,14.7,,85,,97,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.22,2002-02-22 00:00:00,ON,2002,2,22,-2,,-5.3,,1.3,,0.5,,,M,,M,,,0,,0,,0,,20,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.23,2002-02-23 00:00:00,ON,2002,2,23,-3.3,,-7.4,,0.8,,0,,,M,,M,,,0,,0,,0,,21.3,,54,,79,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.24,2002-02-24 00:00:00,ON,2002,2,24,3.9,,0.6,,7.2,,0,,,M,,M,,,0,,0,,0,,14.1,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.25,2002-02-25 00:00:00,ON,2002,2,25,5.8,,1.5,,10,,0,,,M,,M,,,23,,44,,0,,12.2,,58,,82,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.26,2002-02-26 00:00:00,ON,2002,2,26,3.6,,-0.4,,7.5,,3.5,,,M,,M,,,24,,67,,0,,14.4,,62,,97,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.27,2002-02-27 00:00:00,ON,2002,2,27,-2.9,,-5.9,,0.1,,0,,,M,,M,,,26,,59,,0,,20.9,,53,,86,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.2.28,2002-02-28 00:00:00,ON,2002,2,28,-3.1,,-6.9,,0.7,,0,,,M,,M,,,24,,65,,0,,21.1,,51,,74,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.1,2002-03-01 00:00:00,ON,2002,3,1,-0.4,,-3.8,,3,,0,,,M,,M,,,26,,54,,0,,18.4,,42,,81,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.2,2002-03-02 00:00:00,ON,2002,3,2,2.3,,-3.2,,7.8,,12,,,M,,M,,,7,,54,,0,,15.7,,58,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.3,2002-03-03 00:00:00,ON,2002,3,3,-0.2,,-6.9,,6.5,,7.5,,,M,,M,,,25,,78,,0,,18.2,,52,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.4,2002-03-04 00:00:00,ON,2002,3,4,-6.2,,-9,,-3.3,,0,,,M,,M,,,25,,63,,0,,24.2,,41,,70,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.5,2002-03-05 00:00:00,ON,2002,3,5,-5,,-8.9,,-1,,0,,,M,,M,,,24,,41,,0,,23,,48,,71,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.6,2002-03-06 00:00:00,ON,2002,3,6,-0.6,,-2.8,,1.6,,2,,,M,,M,,,0,,0,,0,,18.6,,72,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.7,2002-03-07 00:00:00,ON,2002,3,7,-0.8,,-3,,1.5,,0.5,,,M,,M,,,36,,32,,0,,18.8,,54,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.8,2002-03-08 00:00:00,ON,2002,3,8,3.8,,1.4,,6.1,,0.5,,,M,,M,,,0,,0,,0,,14.2,,79,,95,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.9,2002-03-09 00:00:00,ON,2002,3,9,8.1,,-1.3,,17.4,,4,,,M,,M,,,23,,100,,0,,9.9,,53,,93,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.10,2002-03-10 00:00:00,ON,2002,3,10,-2.7,,-5,,-0.3,,1,,,M,,M,,,27,,98,,0,,20.7,,54,,93,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.11,2002-03-11 00:00:00,ON,2002,3,11,-1.8,,-5.2,,1.7,,0,,,M,,M,,,25,,50,,0,,19.8,,48,,77,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.12,2002-03-12 00:00:00,ON,2002,3,12,3.7,,0,,7.4,,0,,,M,,M,,,22,,32,,0,,14.3,,50,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.13,2002-03-13 00:00:00,ON,2002,3,13,5.3,,0.6,,10,,0,,,M,,M,,,34,,39,,0,,12.7,,58,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.14,2002-03-14 00:00:00,ON,2002,3,14,3.6,,1.4,,5.7,,,M,,M,,M,,,0,,0,,0,,14.4,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.15,2002-03-15 00:00:00,ON,2002,3,15,5.6,,0.6,,10.6,,1,,,M,,M,,,6,,67,,0,,12.4,,60,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.16,2002-03-16 00:00:00,ON,2002,3,16,-0.3,,-4.9,,4.4,,0,,,M,,M,,,32,,46,,0,,18.3,,38,,72,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.17,2002-03-17 00:00:00,ON,2002,3,17,1.2,,-1.7,,4,,0.5,,,M,,M,,,7,,63,,0,,16.8,,53,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.18,2002-03-18 00:00:00,ON,2002,3,18,3.5,,1.9,,5.1,,1,,,M,,M,,,28,,50,,0,,14.5,,63,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.19,2002-03-19 00:00:00,ON,2002,3,19,2.2,,0.2,,4.1,,0,,,M,,M,,,7,,48,,0,,15.8,,57,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.20,2002-03-20 00:00:00,ON,2002,3,20,3.5,,1.1,,5.8,,4,,,M,,M,,,33,,41,,0,,14.5,,67,,97,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.21,2002-03-21 00:00:00,ON,2002,3,21,-1.8,,-7.4,,3.9,,1,,,M,,M,,,32,,72,,0,,19.8,,48,,97,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.22,2002-03-22 00:00:00,ON,2002,3,22,-4.9,,-8.1,,-1.7,,0,,,M,,M,,,27,,70,,0,,22.9,,43,,81,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.23,2002-03-23 00:00:00,ON,2002,3,23,-0.3,,-4.6,,4.1,,0,,,M,,M,,,0,,0,,0,,18.3,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.24,2002-03-24 00:00:00,ON,2002,3,24,-1.8,,-5.7,,2.1,,0,,,M,,M,,,35,,50,,0,,19.8,,45,,68,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2002.3.25,2002-03-25 00:00:00,ON,2002,3,25,-5.5,,-10,,-0.9,,0,,,M,,M,,,8,,50,,0,,23.5,,42,,60,
