x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.1,2000-03-01 00:00:00,ON,2000,3,1,5.9,,1.9,,9.9,,0.5,,,M,,M,,,29,,72,,0,,12.1,,60,,89,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.2,2000-03-02 00:00:00,ON,2000,3,2,1.2,,-0.7,,3.1,,0,,,M,,M,,,31,,61,,0,,16.8,,48,,79,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.3,2000-03-03 00:00:00,ON,2000,3,3,1.9,,-2,,5.8,,0,,,M,,M,,,32,,39,,0,,16.1,,39,,75,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.4,2000-03-04 00:00:00,ON,2000,3,4,3.3,,-2.4,,9,,0,,,M,,M,,,27,,33,,0,,14.7,,35,,82,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.5,2000-03-05 00:00:00,ON,2000,3,5,4.7,,0.9,,8.4,,0,,,M,,M,,,32,,41,,0,,13.3,,42,,83,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.6,2000-03-06 00:00:00,ON,2000,3,6,4.5,,0.4,,8.6,,0,,,M,,M,,,0,,0,,0,,13.5,,45,,83,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.7,2000-03-07 00:00:00,ON,2000,3,7,3.5,,-0.2,,7.2,,0,,,M,,M,,,6,,33,,0,,14.5,,55,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.8,2000-03-08 00:00:00,ON,2000,3,8,8.4,,1.1,,15.6,,0.5,,,M,,M,,,0,,0,,0,,9.6,,61,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.9,2000-03-09 00:00:00,ON,2000,3,9,6.6,,-2.6,,15.7,,0.5,,,M,,M,,,33,,52,,0,,11.4,,52,,86,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.10,2000-03-10 00:00:00,ON,2000,3,10,-3.8,,-5.1,,-2.4,,0,,,M,,M,,,1,,39,,0,,21.8,,49,,83,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.11,2000-03-11 00:00:00,ON,2000,3,11,-1.1,,-3.3,,1.1,,0,,,M,,M,,,6,,35,,0,,19.1,,58,,84,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.12,2000-03-12 00:00:00,ON,2000,3,12,0.3,,-2.5,,3.1,,2.5,,,M,,M,,,32,,50,,0,,17.7,,28,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.13,2000-03-13 00:00:00,ON,2000,3,13,-0.6,,-3.1,,2,,0,,,M,,M,,,0,,0,,0,,18.6,,43,,88,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.14,2000-03-14 00:00:00,ON,2000,3,14,4.8,,1.6,,8,,0.5,,,M,,M,,,22,,33,,0,,13.2,,65,,87,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.15,2000-03-15 00:00:00,ON,2000,3,15,6.4,,2,,10.8,,0.5,,,M,,M,,,25,,48,,0,,11.6,,70,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.16,2000-03-16 00:00:00,ON,2000,3,16,4.7,,-1.4,,10.7,,1,,,M,,M,,,1,,48,,0,,13.3,,43,,84,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.17,2000-03-17 00:00:00,ON,2000,3,17,-2.4,,-5.4,,0.7,,0,,,M,,M,,,5,,52,,0,,20.4,,23,,51,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.18,2000-03-18 00:00:00,ON,2000,3,18,-1.3,,-4.2,,1.6,,0.5,,,M,,M,,,7,,54,,0,,19.3,,42,,63,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.19,2000-03-19 00:00:00,ON,2000,3,19,2.3,,0.1,,4.4,,0,,,M,,M,,,6,,52,,0,,15.7,,51,,84,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.20,2000-03-20 00:00:00,ON,2000,3,20,5.7,,3.8,,7.5,,0.5,,,M,,M,,,6,,56,,0,,12.3,,52,,84,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.21,2000-03-21 00:00:00,ON,2000,3,21,5.9,,4.1,,7.6,,0,,,M,,M,,,7,,33,,0,,12.1,,63,,72,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.22,2000-03-22 00:00:00,ON,2000,3,22,6.7,,3.9,,9.5,,0,,,M,,M,,,0,,0,,0,,11.3,,53,,89,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.23,2000-03-23 00:00:00,ON,2000,3,23,7.5,,3.8,,11.1,,0,,,M,,M,,,0,,0,,0,,10.5,,71,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.24,2000-03-24 00:00:00,ON,2000,3,24,6.8,,3.1,,10.4,,0,,,M,,M,,,7,,35,,0,,11.2,,49,,93,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.25,2000-03-25 00:00:00,ON,2000,3,25,12.3,,4.4,,20.1,,1.5,,,M,,M,,,26,,65,,0,,5.7,,25,,87,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.26,2000-03-26 00:00:00,ON,2000,3,26,7.5,,3.1,,11.9,,0,,,M,,M,,,30,,59,,0,,10.5,,34,,79,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.27,2000-03-27 00:00:00,ON,2000,3,27,4.5,,2.1,,6.8,,0.5,,,M,,M,,,0,,0,,0,,13.5,,66,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.28,2000-03-28 00:00:00,ON,2000,3,28,6.7,,1.6,,11.8,,0.5,,,M,,M,,,27,,57,,0,,11.3,,37,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.29,2000-03-29 00:00:00,ON,2000,3,29,5.1,,2.8,,7.4,,0,,,M,,M,,,29,,59,,0,,12.9,,56,,81,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.30,2000-03-30 00:00:00,ON,2000,3,30,6.2,,2,,10.3,,0,,,M,,M,,,27,,41,,0,,11.8,,39,,75,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.3.31,2000-03-31 00:00:00,ON,2000,3,31,6.2,,1.5,,10.9,,0,,,M,,M,,,0,,0,,0,,11.8,,38,,78,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.1,2000-04-01 00:00:00,ON,2000,4,1,6.4,,1.9,,10.8,,0,,,M,,M,,,21,,35,,0,,11.6,,50,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.2,2000-04-02 00:00:00,ON,2000,4,2,8.7,,5.9,,11.4,,0.5,,,M,,M,,,0,,0,,0,,9.3,,61,,87,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.3,2000-04-03 00:00:00,ON,2000,4,3,6.1,,4.7,,7.5,,3,,,M,,M,,,6,,37,,0,,11.9,,83,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.4,2000-04-04 00:00:00,ON,2000,4,4,5.7,,0.1,,11.3,,6.5,,,M,,M,,,27,,65,,0,,12.3,,56,,97,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.5,2000-04-05 00:00:00,ON,2000,4,5,2,,-1.1,,5.1,,0.5,,,M,,M,,,30,,54,,0,,16,,49,,82,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.6,2000-04-06 00:00:00,ON,2000,4,6,7.5,,3,,12,,1,,,M,,M,,,0,,0,,0,,10.5,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.7,2000-04-07 00:00:00,ON,2000,4,7,4.4,,1.9,,6.8,,5,,,M,,M,,,6,,57,,0,,13.6,,54,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.8,2000-04-08 00:00:00,ON,2000,4,8,1.4,,-1.1,,3.9,,10,,,M,,M,,,33,,56,,0,,16.6,,38,,89,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.9,2000-04-09 00:00:00,ON,2000,4,9,1.7,,-3.9,,7.3,,0.5,,,M,,M,,,30,,54,,0,,16.3,,30,,70,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.10,2000-04-10 00:00:00,ON,2000,4,10,0.9,,-1.2,,2.9,,0,,,M,,M,,,29,,57,,0,,17.1,,48,,72,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.11,2000-04-11 00:00:00,ON,2000,4,11,0.5,,-1.6,,2.6,,0,,,M,,M,,,6,,44,,0,,17.5,,59,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.12,2000-04-12 00:00:00,ON,2000,4,12,2.6,,-2.5,,7.6,,0,,,M,,M,,,29,,46,,0,,15.4,,30,,82,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.13,2000-04-13 00:00:00,ON,2000,4,13,2.4,,-1.7,,6.4,,0.5,,,M,,M,,,0,,0,,0,,15.6,,58,,86,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.14,2000-04-14 00:00:00,ON,2000,4,14,7.7,,2.6,,12.7,,0,,,M,,M,,,0,,0,,0,,10.3,,48,,78,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.15,2000-04-15 00:00:00,ON,2000,4,15,12.4,,6.7,,18,,0,,,M,,M,,,17,,33,,0,,5.6,,69,,80,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.16,2000-04-16 00:00:00,ON,2000,4,16,9.4,,4.6,,14.1,,0,,,M,,M,,,33,,33,,0,,8.6,,70,,88,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.17,2000-04-17 00:00:00,ON,2000,4,17,4.1,,2.1,,6,,1.5,,,M,,M,,,6,,57,,0,,13.9,,48,,84,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.18,2000-04-18 00:00:00,ON,2000,4,18,4.6,,3,,6.1,,0,,,M,,M,,,5,,50,,0,,13.4,,80,,88,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.19,2000-04-19 00:00:00,ON,2000,4,19,8,,4.2,,11.8,,0,,,M,,M,,,28,,41,,0,,10,,72,,91,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.20,2000-04-20 00:00:00,ON,2000,4,20,6.8,,5.8,,7.8,,28.5,,,M,,M,,,7,,82,,0,,11.2,,85,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.21,2000-04-21 00:00:00,ON,2000,4,21,8.2,,6.7,,9.7,,5,,,M,,M,,,7,,65,,0,,9.8,,84,,93,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.22,2000-04-22 00:00:00,ON,2000,4,22,6.5,,4.4,,8.5,,2,,,M,,M,,,7,,44,,0,,11.5,,74,,95,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.23,2000-04-23 00:00:00,ON,2000,4,23,9.5,,5.1,,13.8,,0.5,,,M,,M,,,2,,37,,0,,8.5,,50,,83,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.24,2000-04-24 00:00:00,ON,2000,4,24,10.3,,5.5,,15.1,,0,,,M,,M,,,3,,44,,0,,7.7,,26,,64,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.25,2000-04-25 00:00:00,ON,2000,4,25,7.9,,5,,10.7,,0,,,M,,M,,,4,,41,,0,,10.1,,29,,57,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.26,2000-04-26 00:00:00,ON,2000,4,26,6.5,,4,,9,,0,,,M,,M,,,7,,35,,0,,11.5,,35,,67,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.27,2000-04-27 00:00:00,ON,2000,4,27,6.8,,3.9,,9.6,,0,,,M,,M,,,0,,0,,0,,11.2,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.28,2000-04-28 00:00:00,ON,2000,4,28,10.3,,3.8,,16.7,,0,,,M,,M,,,0,,0,,0,,7.7,,30,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.29,2000-04-29 00:00:00,ON,2000,4,29,,M,4.6,E,,M,0.5,,,M,,M,,,0,,0,,,M,,M,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.4.30,2000-04-30 00:00:00,ON,2000,4,30,9.1,,4.9,,13.3,,0,,,M,,M,,,1,,35,,0,,8.9,,35,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.1,2000-05-01 00:00:00,ON,2000,5,1,9,,6.1,,11.8,,2.5,,,M,,M,,,32,,41,,0,,9,,55,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.2,2000-05-02 00:00:00,ON,2000,5,2,12,,7.5,,16.4,,0.5,,,M,,M,,,29,,35,,0,,6,,20,,81,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.3,2000-05-03 00:00:00,ON,2000,5,3,9.6,,4.2,,14.9,,0.5,,,M,,M,,,0,,0,,0,,8.4,,24,,74,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.4,2000-05-04 00:00:00,ON,2000,5,4,12.2,,6.1,,18.3,,0,,,M,,M,,,18,,33,,0,,5.8,,60,,88,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.5,2000-05-05 00:00:00,ON,2000,5,5,19.6,,11,,28.2,,0,,,M,,M,,,0,,0,,1.6,,0,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.6,2000-05-06 00:00:00,ON,2000,5,6,16.5,,11.4,,21.6,,0,,,M,,M,,,18,,32,,0,,1.5,,64,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.7,2000-05-07 00:00:00,ON,2000,5,7,17.5,,13.2,,21.8,,0.5,,,M,,M,,,22,,39,,0,,0.5,,67,,88,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.8,2000-05-08 00:00:00,ON,2000,5,8,17.1,,13.5,,20.6,,0.5,,,M,,M,,,0,,0,,0,,0.9,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.9,2000-05-09 00:00:00,ON,2000,5,9,19.5,,12.8,,26.1,,5,,,M,,M,,,21,,37,,1.5,,0,,62,,100,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.10,2000-05-10 00:00:00,ON,2000,5,10,13,,9.6,,16.4,,8.5,,,M,,M,,,32,,65,,0,,5,,68,,98,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.11,2000-05-11 00:00:00,ON,2000,5,11,12.2,,6.9,,17.5,,4,,,M,,M,,,0,,0,,0,,5.8,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.12,2000-05-12 00:00:00,ON,2000,5,12,12.5,,8.3,,16.6,,58.5,,,M,,M,,,27,,74,,0,,5.5,,86,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.13,2000-05-13 00:00:00,ON,2000,5,13,15.2,,9,,21.4,,0.5,,,M,,M,,,28,,67,,0,,2.8,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.14,2000-05-14 00:00:00,ON,2000,5,14,10.2,,7.6,,12.8,,0,,,M,,M,,,26,,59,,0,,7.8,,44,,78,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.15,2000-05-15 00:00:00,ON,2000,5,15,11.1,,6.1,,16,,0,,,M,,M,,,27,,46,,0,,6.9,,33,,77,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.16,2000-05-16 00:00:00,ON,2000,5,16,10.1,,5.4,,14.8,,,M,,M,,M,,,0,,0,,0,,7.9,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.17,2000-05-17 00:00:00,ON,2000,5,17,11.2,,8.4,,14,,0,,,M,,M,,,0,,0,,0,,6.8,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.18,2000-05-18 00:00:00,ON,2000,5,18,12.4,,9.2,,15.6,,19.5,,,M,,M,,,0,,0,,0,,5.6,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.19,2000-05-19 00:00:00,ON,2000,5,19,7.7,,5.4,,10,,0,,,M,,M,,,5,,56,,0,,10.3,,53,,68,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.20,2000-05-20 00:00:00,ON,2000,5,20,8.3,,6.5,,10,,0,,,M,,M,,,5,,48,,0,,9.7,,69,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.21,2000-05-21 00:00:00,ON,2000,5,21,9.7,,5.8,,13.5,,0,,,M,,M,,,0,,0,,0,,8.3,,70,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.22,2000-05-22 00:00:00,ON,2000,5,22,10.7,,7.8,,13.6,,0,,,M,,M,,,0,,0,,0,,7.3,,82,,97,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.23,2000-05-23 00:00:00,ON,2000,5,23,10.6,,8.7,,12.5,,6.5,,,M,,M,,,6,,35,,0,,7.4,,90,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.24,2000-05-24 00:00:00,ON,2000,5,24,16,,9,,23,,3,,,M,,M,,,28,,67,,0,,2,,44,,98,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.25,2000-05-25 00:00:00,ON,2000,5,25,13.2,,8.8,,17.5,,0,,,M,,M,,,29,,57,,0,,4.8,,50,,89,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.26,2000-05-26 00:00:00,ON,2000,5,26,13.4,,8,,18.8,,0,,,M,,M,,,27,,37,,0,,4.6,,53,,73,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.27,2000-05-27 00:00:00,ON,2000,5,27,12.2,,8.6,,15.7,,0,,,M,,M,,,4,,35,,0,,5.8,,57,,83,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.28,2000-05-28 00:00:00,ON,2000,5,28,12.1,,10.1,,14,,0,,,M,,M,,,7,,35,,0,,5.9,,60,,76,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.29,2000-05-29 00:00:00,ON,2000,5,29,13.3,,10.8,,15.7,,0,,,M,,M,,,8,,39,,0,,4.7,,59,,74,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.30,2000-05-30 00:00:00,ON,2000,5,30,15,,10.7,,19.3,,0,,,M,,M,,,0,,0,,0,,3,,60,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.5.31,2000-05-31 00:00:00,ON,2000,5,31,17.6,,12.2,,22.9,,5,,,M,,M,,,0,,0,,0,,0.4,,74,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.1,2000-06-01 00:00:00,ON,2000,6,1,16.6,,12,,21.2,,1,,,M,,M,,,0,,0,,0,,1.4,,42,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.2,2000-06-02 00:00:00,ON,2000,6,2,18.6,,11.6,,25.5,,1.5,,,M,,M,,,27,,63,,0.6,,0,,51,,88,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.3,2000-06-03 00:00:00,ON,2000,6,3,13,,10.2,,15.7,,0,,,M,,M,,,35,,32,,0,,5,,52,,75,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.4,2000-06-04 00:00:00,ON,2000,6,4,13.8,,10.1,,17.4,,0,,,M,,M,,,7,,33,,0,,4.2,,51,,90,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.5,2000-06-05 00:00:00,ON,2000,6,5,11.7,,9.7,,13.6,,2.5,,,M,,M,,,6,,50,,0,,6.3,,56,,89,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.6,2000-06-06 00:00:00,ON,2000,6,6,11.8,,9.8,,13.8,,7.5,,,M,,M,,,1,,44,,0,,6.2,,72,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.7,2000-06-07 00:00:00,ON,2000,6,7,17.3,,9,,25.5,,0,,,M,,M,,,27,,46,,0,,0.7,,36,,89,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.8,2000-06-08 00:00:00,ON,2000,6,8,15.5,,12.4,,18.6,,0,,,M,,M,,,20,,39,,0,,2.5,,64,,87,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.9,2000-06-09 00:00:00,ON,2000,6,9,16.1,,12.7,,19.5,,2,,,M,,M,,,7,,44,,0,,1.9,,79,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.10,2000-06-10 00:00:00,ON,2000,6,10,16.5,,10.7,,22.2,,0,,,M,,M,,,20,,37,,0,,1.5,,68,,95,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.11,2000-06-11 00:00:00,ON,2000,6,11,16.7,,10.4,,23,,3,,,M,,M,,,7,,52,,0,,1.3,,79,,95,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.12,2000-06-12 00:00:00,ON,2000,6,12,13.8,,11.3,,16.3,,0,,,M,,M,,,0,,0,,0,,4.2,,61,,89,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.13,2000-06-13 00:00:00,ON,2000,6,13,13.6,,11.6,,15.6,,38,,,M,,M,,,6,,50,,0,,4.4,,65,,97,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.14,2000-06-14 00:00:00,ON,2000,6,14,17,,12.5,,21.5,,17.5,,,M,,M,,,19,,39,,0,,1,,88,,99,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.15,2000-06-15 00:00:00,ON,2000,6,15,19.2,,14.5,,23.9,,0.5,,,M,,M,,,26,,41,,1.2,,0,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.16,2000-06-16 00:00:00,ON,2000,6,16,18.5,,13.5,,23.5,,0.5,,,M,,M,,,24,,41,,0.5,,0,,,,,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.17,2000-06-17 00:00:00,ON,2000,6,17,19,,14.9,,23.1,,0,,,M,,M,,,26,,37,,1,,0,,47,,76,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.18,2000-06-18 00:00:00,ON,2000,6,18,13.2,,10.9,,15.4,,9.5,,,M,,M,,,0,,0,,0,,4.8,,55,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.19,2000-06-19 00:00:00,ON,2000,6,19,15.3,,11.1,,19.5,,0,,,M,,M,,,18,,32,,0,,2.7,,77,,97,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.20,2000-06-20 00:00:00,ON,2000,6,20,16.7,,14.3,,19,,0.5,,,M,,M,,,6,E,32,E,0,,1.3,,62,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.21,2000-06-21 00:00:00,ON,2000,6,21,21.7,,15.9,,27.5,,9.5,,,M,,M,,,27,,52,,3.7,,0,,52,,98,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.22,2000-06-22 00:00:00,ON,2000,6,22,19,,14.2,,23.8,,2.5,,,M,,M,,,26,,70,,1,,0,,60,,91,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.23,2000-06-23 00:00:00,ON,2000,6,23,17.1,,12.4,,21.7,,0,,,M,,M,,,0,,0,,0,,0.9,,61,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.24,2000-06-24 00:00:00,ON,2000,6,24,17.8,,15.2,,20.4,,14,,,M,,M,,,0,,0,,0,,0.2,,73,,96,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.25,2000-06-25 00:00:00,ON,2000,6,25,22.3,,17,,27.5,,13,,,M,,M,,,21,,65,,4.3,,0,,65,,98,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.26,2000-06-26 00:00:00,ON,2000,6,26,20.5,,15.2,,25.8,,3.5,,,M,,M,,,32,,44,,2.5,,0,,61,,94,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.27,2000-06-27 00:00:00,ON,2000,6,27,20.2,,14.7,,25.6,,0.5,,,M,,M,,,27,,41,,2.2,,0,,41,,86,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.28,2000-06-28 00:00:00,ON,2000,6,28,17.1,,13.9,,20.3,,0,,,M,,M,,,0,,0,,0,,0.9,,56,,85,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.29,2000-06-29 00:00:00,ON,2000,6,29,16.5,,14.5,,18.5,,11,,,M,,M,,,0,,0,,0,,1.5,,60,,92,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.6.30,2000-06-30 00:00:00,ON,2000,6,30,18.4,,12.9,,23.8,,1,,,M,,M,,,27,,32,,0.4,,0,,51,,88,
-79.395,43.62861111111111,TORONTO ISLAND A,6158665,6158665.2000.7.1,2000-07-01 00:00:00,ON,2000,7,1,18.8,,14.7,,22.8,,0,,,M,,M,,,0,,0,,0.8,,0,,64,,93,
